id	filename	md5	size	state
b6bdd1d7-1067-453e-97e7-0e6d2b857313	b6bdd1d7-1067-453e-97e7-0e6d2b857313/nationwidechildrens.org_biospecimen.TCGA-DD-A4NL.xml	35a0ca81548a7bf8f509ccac6b39016d	55204	validated
b7b967d6-0926-410b-a232-140dd1b12322	b7b967d6-0926-410b-a232-140dd1b12322/nationwidechildrens.org_biospecimen.TCGA-ED-A7PZ.xml	6515d1dd8b7c171ee2f4bc147ebc4dc8	53954	validated
bfc60d11-81d1-4faa-96d8-31bcd0bacb63	bfc60d11-81d1-4faa-96d8-31bcd0bacb63/nationwidechildrens.org_biospecimen.TCGA-BC-A3KF.xml	f074d8bc3f0e22b2fc85fa1787304fcb	53956	validated
c1b4e9b5-b138-401a-80ec-0cb5b38a9dd2	c1b4e9b5-b138-401a-80ec-0cb5b38a9dd2/nationwidechildrens.org_biospecimen.TCGA-CC-A8HU.xml	522415b7833b88b2bdabcc55305a2ac1	53872	validated
c330f881-336e-40be-aaf3-14d816ca4389	c330f881-336e-40be-aaf3-14d816ca4389/nationwidechildrens.org_biospecimen.TCGA-2Y-A9GT.xml	396ed2616e58bbc5902ceaa65ded8f9c	52261	validated
c353390e-41f4-43fe-87b2-3b7159429b2b	c353390e-41f4-43fe-87b2-3b7159429b2b/nationwidechildrens.org_biospecimen.TCGA-5C-A9VG.xml	b2f59270f2b593a0ccff28d559b0835e	52260	validated
c470a91d-3eef-4dad-9ed4-427a6ded2472	c470a91d-3eef-4dad-9ed4-427a6ded2472/nationwidechildrens.org_biospecimen.TCGA-DD-A3A7.xml	2ace10e83efa908db7fd98a671860b91	61786	validated
c6eca480-295b-416e-8c0e-365eca0f7635	c6eca480-295b-416e-8c0e-365eca0f7635/nationwidechildrens.org_biospecimen.TCGA-UB-A7MF.xml	ccdaa336c360dd1c0f5e24e2e66687db	53955	validated
caca4635-5cda-4034-9756-e0ae12a00a47	caca4635-5cda-4034-9756-e0ae12a00a47/nationwidechildrens.org_biospecimen.TCGA-LG-A9QD.xml	dc2623c1f6283049375720dd0f02db5b	52260	validated
cb52a18c-9b3e-47f6-b1a4-3568d2184f13	cb52a18c-9b3e-47f6-b1a4-3568d2184f13/nationwidechildrens.org_biospecimen.TCGA-BD-A3EP.xml	6a4e5ec6d349d734a5cb4a8eae69bfda	72368	validated
cce4ada3-bb02-427f-9e73-407823e60028	cce4ada3-bb02-427f-9e73-407823e60028/nationwidechildrens.org_biospecimen.TCGA-DD-AA3A.xml	32e05a32fa48af5509c7f48c9d889fb9	53901	validated
cd99bf6d-bedb-467b-a19a-ecffd70f331a	cd99bf6d-bedb-467b-a19a-ecffd70f331a/nationwidechildrens.org_biospecimen.TCGA-RC-A7S9.xml	2df0057e6ae54c9a3dad17888aa8e8d1	52299	validated
d0a0c72a-8743-4a00-a4d2-92985f40cbbe	d0a0c72a-8743-4a00-a4d2-92985f40cbbe/nationwidechildrens.org_biospecimen.TCGA-DD-AAVQ.xml	1021ca92eca3e58189902715dc895641	41526	validated
d1538eff-84d8-40d1-a2cd-8591a5f68e74	d1538eff-84d8-40d1-a2cd-8591a5f68e74/nationwidechildrens.org_biospecimen.TCGA-DD-AAVZ.xml	f196b1738ffa654b45ba194e33f96cdd	41526	validated
d177ceda-1d72-44e8-aee1-eab5fe0f450a	d177ceda-1d72-44e8-aee1-eab5fe0f450a/nationwidechildrens.org_biospecimen.TCGA-DD-A4NQ.xml	0f5ce1b5e18919b24792d08f929cfc7e	75619	validated
